timestamps,SPEED,T_UUT_EM_InCoolMeas,T_UUT_EM_OutCoolMeas,TORQUE,Qcool,T_UUT_EM_Winding,Ierms_Xion_ACCalc,,,Cp [kJ/kg K],L/min,m3/s,Density kg/m3
s,rpm,°C,°C,Nm,W,°C,A,,,3350,6,0.0001,1070
131.5,5190.708008,23.60354996,25.11392021,46.16479111,541.3922177,51.37445068,210.6007996,,,,,,
132,5225.911133,23.64520073,25.12664986,45.58081818,531.0254396,51.46817017,198.4470062,,,,,,
132.5,5259.990234,23.62479019,25.11029053,45.5051384,532.4775953,51.55664063,209.3296051,,,,,,
133,5290.827148,23.60848999,25.12466049,44.56557846,543.4713163,51.6500206,202.5050964,,,,,,
133.5,5312.96582,23.6225605,25.1463604,44.65172958,546.2060728,51.7358017,204.4727936,,,,,,
134,5327.350098,23.62459946,25.12282944,43.37416077,537.0405365,51.82704926,209.3130035,,,,,,
134.5,5339.307129,23.6385498,25.14818954,42.57722855,541.1303648,51.91645813,196.7765045,,,,,,
135,5355.435059,23.64193916,25.15587997,43.62345886,542.6720838,52.00833893,198.1649933,,,,,,
135.5,5356.833008,23.64520073,25.1670208,13.85282993,545.4964035,52.0898819,201.9777985,,,,,,
136,5384.162109,23.63805962,25.16329956,-0.948791981,546.7222581,52.19012833,41.23162079,,,,,,
136.5,5151.384766,23.62247086,25.2079792,5.802774906,568.3254668,52.28762054,33.61706924,,,,,,
137,4474.062988,23.6635704,25.19046021,9.229249954,547.3136492,52.37623978,25.50567055,,,,,,
137.5,4013.7229,23.65365982,25.21224976,-9.67677021,558.6765623,52.44995117,21.71040916,,,,,,
138,4820.980957,23.69824028,25.22378922,-2.886467934,546.8330157,52.50793076,21.57843018,,,,,,
138.5,4379.894043,23.68770981,25.2336998,3.576864958,554.160112,52.58007813,23.68553925,,,,,,
139,4216.129883,23.68021011,25.2630291,34.60007858,567.3614652,52.64048004,21.76613998,,,,,,
139.5,4406.874023,23.68560982,25.22588921,68.78504181,552.1131468,52.68544006,232.1049957,,,,,,
140,4731.148926,23.68054008,25.24640083,72.20275879,561.2827852,52.7359581,354.1193848,,,,,,
140.5,5045.653809,23.68700981,25.23827934,64.78272247,556.0525635,52.78131866,308.2795105,,,,,,
141,5135.602051,23.68707085,25.27022934,89.70079803,567.4831618,52.83942032,287.723999,,,,,,
141.5,4173.092773,23.69610977,25.28165054,99.12129974,568.3370895,52.90427017,367.747406,,,,,,
142,3882.850098,23.70546913,25.27916908,74.98500824,564.0927475,52.94279099,345.0362854,,,,,,
142.5,4010.218018,23.75466919,25.28284073,67.80742645,547.7730883,52.98379898,311.4653931,,,,,,
143,4117.541992,23.71692085,25.30718994,61.93619919,570.0319549,53.04270172,281.7756958,,,,,,
143.5,4212.668945,23.70358086,25.30990982,59.67367935,575.7886172,53.10187912,260.8483887,,,,,,
144,4297.317871,23.74164009,25.33167076,55.16949844,569.9464937,53.17652893,256.4060974,,,,,,
144.5,4367.02002,23.72260094,25.34029961,51.62921143,579.8640881,53.24924088,228.0718994,,,,,,
145,4428.62793,23.73257065,25.33472061,47.02841949,574.2906544,53.33723068,219.8701019,,,,,,
145.5,4478.75293,23.73846054,25.33469009,45.53427887,572.1684834,53.42300034,195.712204,,,,,,
146,4520.187988,23.72085953,25.35253906,43.89027023,584.8755293,53.51264191,196.0588074,,,,,,
146.5,4556.147949,23.72842026,25.3595295,42.52561951,584.6711062,53.60686874,183.2568054,,,,,,
147,4596.829102,23.75676918,25.37643051,40.27548981,580.5676042,53.7014389,183.2631073,,,,,,
147.5,4627.208984,23.77185059,25.39184952,22.69475937,580.6886171,53.79616165,171.3506012,,,,,,
148,4627.231934,23.75951958,25.39233017,4.225187778,585.2809569,53.89847946,64.53418732,,,,,,
148.5,4583.866211,23.75391006,25.38562012,1.208117008,584.8864683,54.00590897,23.33216095,,,,,,
149,4426.219238,23.78075981,25.40555,0.869298995,582.4060442,54.10488129,22.84863091,,,,,,
149.5,4311.910156,23.77939034,25.40975952,3.047275066,584.4058349,54.19826126,22.09469986,,,,,,
150,4247.47998,23.77563095,25.40356064,20.13945961,583.5313965,54.28071976,31.61413002,,,,,,
150.5,4241.524902,23.80028915,25.40810966,37.5202713,576.3232621,54.35522079,126.9458008,,,,,,
151,4324.624023,23.79730034,25.44955063,48.19231033,592.2491164,54.42388153,187.0104065,,,,,,
151.5,4439.318848,23.81225967,25.4460392,54.98834991,585.628271,54.48717117,223.5789948,,,,,,
152,4541.751953,23.80359077,25.4401207,54.45737839,586.6141507,54.55260086,248.8327942,,,,,,
152.5,4594.706055,23.79171944,25.46375084,48.75028992,599.3396563,54.61283112,224.7539978,,,,,,
153,4638.422852,23.80858994,25.45264053,45.16353989,589.3099369,54.67427063,200.4490051,,,,,,
153.5,4671.23291,23.82073975,25.45409966,43.61346054,585.4778594,54.73765945,192.5173035,,,,,,
154,4703.836914,23.82599068,25.49312973,40.4270401,597.5859937,54.80308151,183.102005,,,,,,
154.5,4737.507813,23.82885933,25.48752022,40.83346939,594.5469955,54.870121,170.9812927,,,,,,
155,4760.338867,23.82262993,25.50793076,45.55308914,604.0960814,54.9347496,178.8834076,,,,,,
155.5,4782.5,23.8468895,25.50762939,48.41452026,595.2922167,54.99464035,204.0610962,,,,,,
156,4819.192871,23.8550396,25.52504921,51.30324936,598.6149458,55.05630875,212.1976013,,,,,,
156.5,4846.437988,23.84445,25.50292969,51.51013947,594.4820451,55.11687851,224.6360931,,,,,,
157,4862.15918,23.85924911,25.49072075,55.79069901,584.8010072,55.17940903,216.8963013,,,,,,
157.5,4875.272949,23.85103989,25.54861069,57.25870132,608.4942535,55.23580933,249.7322998,,,,,,
158,4873.362793,23.86804008,25.52404976,26.8427906,593.5966677,55.29711914,241.6949005,,,,,,
158.5,4850.621094,23.8569603,25.52907944,3.272384882,599.371106,55.36812973,46.0341301,,,,,,
159,4674.667969,23.85021973,25.57010078,4.500400066,616.4913651,55.43973923,24.31352997,,,,,,
159.5,4160.40918,23.88579941,25.5757103,8.044971466,605.748558,55.50947952,22.66616058,,,,,,
160,3758.830078,23.88602066,25.59392929,-8.616009712,612.1998486,55.56156158,20.15328026,,,,,,
160.5,4579.293945,23.87656021,25.59255981,-4.372825146,615.1000578,55.61278915,20.70738029,,,,,,
161,4351.450195,23.90936089,25.59429932,1.703353047,603.9661805,55.67296982,22.77219963,,,,,,
161.5,4236.359863,23.90405083,25.59723091,8.702159882,606.9204012,55.72320175,21.66445923,,,,,,
162,4297.660156,23.89142036,25.60256958,21.46026993,613.3614364,55.76697159,67.15168762,,,,,,
162.5,4509.180176,23.88640976,25.60943985,36.83359146,617.6201359,55.80902863,130.4107056,,,,,,
163,4725.996094,23.91208076,25.60848999,50.96788025,608.0778869,55.84104919,200.4246063,,,,,,
163.5,4946.841797,23.91855049,25.60806084,54.82703018,605.6049833,55.8780899,245.1289063,,,,,,
164,5186.992188,23.92871094,25.6262207,57.23955917,608.4723755,55.91447067,254.9915009,,,,,,
164.5,5229.597168,23.91890907,25.61411095,85.47779846,607.6451117,55.96158981,280.713501,,,,,,
165,4265.99707,23.93215942,25.6294899,99.87030029,608.4081087,56.00468063,365.0592957,,,,,,
165.5,3934.228027,23.93050957,25.63958931,80.9784317,612.6196337,56.02333069,361.8475952,,,,,,
166,4063.49292,23.95383072,25.6685791,76.24279022,614.6515577,56.04389954,340.4408875,,,,,,
166.5,4183.296875,23.95965958,25.68364906,71.14259338,617.9640315,56.07725906,323.0820007,,,,,,
167,4294.436035,23.96209908,25.65463066,66.12316132,606.6879469,56.11534882,297.6138916,,,,,,
167.5,4387.617188,23.94018936,25.67484093,64.45661926,621.7858537,56.15480042,281.2626038,,,,,,
168,4473.371094,23.98026085,25.70395088,62.70656967,617.8566923,56.21802902,277.5297852,,,,,,
168.5,4551.180176,23.98513985,25.70132065,59.09724045,615.1650083,56.28118896,265.8768005,,,,,,
169,4620.100098,23.97533989,25.70742989,53.13830185,620.8676592,56.34397125,246.0328979,,,,,,
169.5,4666.912109,23.97744942,25.71608925,23.00359917,623.2154476,56.42102814,221.2324982,,,,,,
170,4695.704102,23.99130058,25.70483017,1.577640057,614.2146804,56.51115036,42.14854813,,,,,,
170.5,4645.567871,23.98224068,25.72278023,2.460546017,623.896402,56.60316086,23.5847702,,,,,,
171,4283.691895,23.99465942,25.70914078,7.421347141,614.5558413,56.69802094,22.92728996,,,,,,
171.5,3886.094971,24.00738907,25.73727036,-8.936759949,620.0759472,56.77840042,20.55639076,,,,,,
172,4705.566895,24.00683975,25.73147964,-4.415905952,618.1971695,56.85440826,21.05380058,,,,,,
172.5,4511.221191,24.01913071,25.74628067,1.590947986,619.0969044,56.94438934,23.42959976,,,,,,
173,4373.971191,24.05559921,25.77486992,24.61512947,616.2725846,57.01937103,22.29832077,,,,,,
173.5,4364.000977,24.04294014,25.77219009,52.61865997,619.8496461,57.08485031,154.6990051,,,,,,
174,4650.244141,24.03259087,25.7682209,61.16249847,622.1365862,57.13972092,282.5822144,,,,,,
174.5,4952.458008,24.03799057,25.77963066,57.88526917,624.2908906,57.19549179,274.4125977,,,,,,
175,5232.448242,24.03897095,25.80228043,52.71969986,632.0582827,57.26055145,260.9117126,,,,,,
175.5,5296.411133,24.04821968,25.79593086,76.6110611,626.4670731,57.33235931,259.3703918,,,,,,
176,4332.207031,24.01812935,25.8168602,84.15080261,644.7550733,57.39337921,323.0584106,,,,,,
176.5,3972.138916,24.04509926,25.81430054,61.8832016,634.1701983,57.43700027,286.5817871,,,,,,
177,4104.662109,24.03650093,25.84015083,55.32669067,646.5183075,57.48334885,253.0543976,,,,,,
177.5,4233.012207,24.05559921,25.84552002,50.80633926,641.5971132,57.53271103,231.9190979,,,,,,
178,4350.493164,24.0651207,25.84667969,48.12493134,638.5998201,57.5923996,215.3746033,,,,,,
178.5,4462.695801,24.07943916,25.82653999,44.74946976,626.2482925,57.65697098,207.3056946,,,,,,
179,4566.65918,24.08115005,25.86635971,38.02677917,639.9084011,57.71942139,188.0709991,,,,,,
179.5,4659.021973,24.08575058,25.82625961,27.52125931,623.885463,57.795681,159.6194,,,,,,
180,4734.604004,24.08728027,25.8706398,7.730826855,639.2452227,57.87216949,107.365799,,,,,,
180.5,4731.056152,24.10782051,25.88195992,1.553367972,635.9402695,57.9580307,23.78763962,,,,,,
181,4437.272949,24.06339073,25.90859985,6.473545074,661.4152097,58.03833008,23.30054092,,,,,,
181.5,4085.580078,24.1026001,25.88588905,-9.030989647,639.2199262,58.10786819,21.26392937,,,,,,
182,4943.230957,24.12331963,25.91226006,-6.537559032,641.245697,58.1776886,21.88648987,,,,,,
182.5,4683.685059,24.12603951,25.89767075,2.027576923,635.0412183,58.24969864,24.60988998,,,,,,
183,4530.745117,24.13442993,25.88747978,0.957154989,628.3807189,58.31555176,23.09272003,,,,,,
183.5,4508.604004,24.12636948,25.91064072,-0.157189101,639.5720261,58.37401962,24.86795044,,,,,,
184,4543.694824,24.12258911,25.91646957,-1.410833001,643.0164518,58.42633057,22.66563034,,,,,,
184.5,4516.72998,24.0982399,25.92465019,2.650835037,654.6767697,58.4728508,22.76454926,,,,,,
185,4184.541016,24.1019001,25.93947983,5.26781702,658.6804532,58.51585007,22.06752014,,,,,,
185.5,3926.169922,24.13891983,25.94388008,-7.962464809,646.9880019,58.54663849,20.29384995,,,,,,
186,4596.041992,24.13916016,25.90344048,9.680179596,632.4062804,58.57226944,21.08529091,,,,,,
186.5,4726.774902,24.14355087,25.9633503,28.95372009,652.3071033,58.60398102,90.79879761,,,,,,
187,5061.973145,24.13293076,25.95273018,44.34320068,652.3071033,58.6286087,175.7640076,,,,,,
187.5,5278.73877,24.13351059,25.95935059,76.1607666,654.4723467,58.65620041,253.6300049,,,,,,
188,4516.27002,24.16033936,25.99048042,74.51299286,656.0140656,58.67984009,323.6813049,,,,,,
188.5,4811.62793,24.13364029,25.97982979,66.68713379,661.7666259,58.68595123,307.7114868,,,,,,
189,5170.033203,24.17346001,26.00452042,64.06183624,656.3436038,58.70721054,307.2069092,,,,,,
189.5,5298.702148,24.1607399,25.97702026,86.2677002,651.0456968,58.73757935,317.237793,,,,,,
190,4346.103027,24.16131973,26.00399971,102.8787003,660.5086379,58.7653389,360.5591125,,,,,,
190.5,3970.520996,24.16669083,25.98797989,86.21320343,652.8410645,58.78123093,378.4909973,,,,,,
191,4116.206055,24.17148018,26.00406075,81.88654327,656.888504,58.79888153,369.5611877,,,,,,
191.5,4254.35498,24.17630005,26.00778008,73.50408936,656.4940154,58.83692169,348.5014954,,,,,,
192,4364.854004,24.17009926,26.01589966,61.3527298,661.6271533,58.86231995,302.4898071,,,,,,
192.5,4446.693848,24.1830101,26.04125977,36.93616867,666.0895922,58.91463089,244.9925995,,,,,,
193,4473.054199,24.19265938,26.03568077,7.575922966,660.6310183,58.97689819,107.4633026,,,,,,
193.5,4440.137207,24.20108032,26.02767944,1.105669975,654.744455,59.05353928,22.28066063,,,,,,
194,4296.597168,24.20718002,26.02548027,0.734526515,651.7697236,59.1376915,21.9092598,,,,,,
194.5,4194.804199,24.21883965,26.05533028,7.552446842,658.2900667,59.21253967,21.3577404,,,,,,
195,4152.083008,24.22460938,26.06323051,31.77430916,659.0537475,59.28689957,59.76808167,,,,,,
195.5,4157.600098,24.20900917,26.0625,64.29509735,664.3837878,59.35226822,178.4754028,,,,,,
196,4239.669922,24.22130966,26.06635094,88.02400208,661.355045,59.40974045,331.1906128,,,,,,
196.5,4395.150879,24.22269058,26.05864906,91.63549805,658.0993175,59.47940063,409.8111877,,,,,,
197,4597.640137,24.2493,26.07464981,82.61392212,654.2966386,59.54069901,397.0729065,,,,,,
197.5,4716.078125,24.23987007,26.09844971,67.9174881,666.2078704,59.60776901,328.6419983,,,,,,
198,4803.536133,24.22647095,26.09354019,58.04777145,669.2509706,59.67401886,274.6167908,,,,,,
198.5,4881.041992,24.25255966,26.11276054,54.43247986,666.7890061,59.75405884,238.521698,,,,,,
199,4951.556152,24.24349976,26.11234093,53.32458878,669.8861178,59.84304047,235.4871063,,,,,,
199.5,5018.079102,24.24023056,26.13817978,52.38024902,680.3198975,59.93103027,233.967804,,,,,,
200,5077.378906,24.24132919,26.11187935,49.39340973,670.4987033,60.02709961,227.0975037,,,,,,
200.5,5134.443848,24.26186943,26.16245079,46.23125076,681.2633884,60.1257515,216.5484009,,,,,,
201,5188.493164,24.25842094,26.16433907,44.11709976,683.1763506,60.23192978,207.0399017,,,,,,
201.5,5238.359863,24.26263046,26.16530991,43.06137848,682.0154465,60.33443069,205.9293976,,,,,,
202,5286.450195,24.27057076,26.17547989,44.61352921,682.8146791,60.44255829,200.0095978,,,,,,
202.5,5327.023926,24.27422905,26.13599014,48.31439972,667.3482638,60.5439682,221.5700989,,,,,,
203,5363.657227,24.26608086,26.15912056,49.21627045,678.5600817,60.65219116,237.1327972,,,,,,
203.5,5399.686035,24.28890991,26.16296005,50.61682892,671.7532728,60.75400925,247.2823944,,,,,,
204,5434.935059,24.30788994,26.17675972,49.72515869,669.8963732,60.85636139,253.9286041,,,,,,
204.5,5457.984863,24.30739975,26.17563057,28.18244934,669.6673373,60.95811844,248.7424011,,,,,,
205,5480.019043,24.31078911,26.19915962,3.051105976,676.8864107,61.0607605,110.1950989,,,,,,
205.5,5445.223145,24.2970295,26.19672012,1.472625017,680.9441056,61.16941071,73.29508972,,,,,,
206,5073.618164,24.31386948,26.20129013,7.14428997,676.5459335,61.27996063,46.4244194,,,,,,
206.5,4319.833984,24.33670044,26.20807076,8.464870453,670.7926896,61.37604904,24.1857605,,,,,,
207,3949.968018,24.29807091,26.21615982,-11.01054001,687.5389709,61.44132996,20.54343033,,,,,,
207.5,4842.256836,24.31851006,26.22244072,-8.154148102,682.4639465,61.50999832,21.06432915,,,,,,
208,4586.809082,24.31451035,26.23187065,8.400460243,687.2778016,61.58922958,24.08098984,,,,,,
208.5,4519.790039,24.31085014,26.23413086,35.1846199,689.3999726,61.65203857,53.13010025,,,,,,
209,4731.436035,24.33423042,26.25266075,61.09415054,687.6613512,61.70574188,232.8043976,,,,,,
209.5,5069.300781,24.32268906,26.24905014,61.66028976,690.5041306,61.76491165,309.7414856,,,,,,
210,5178.324219,24.33526993,26.2598896,83.51435852,689.8799224,61.81790924,290.4736023,,,,,,
210.5,4209.698242,24.3366394,26.26919937,88.71350098,692.7261202,61.87350082,349.264801,,,,,,
211,3876.291016,24.36050034,26.25226021,67.91985321,678.1013263,61.90969849,307.0979919,,,,,,
211.5,4009.301025,24.35910034,26.27802086,60.57569122,687.8370593,61.94480133,286.3534851,,,,,,
212,4123.869141,24.35692978,26.30422974,52.01195908,698.0096697,61.98855972,248.5572968,,,,,,
212.5,4201.166992,24.37221909,26.28302002,44.1802597,684.9265947,62.04132843,211.6896973,,,,,,
213,4275.652832,24.37310982,26.30179024,42.41106033,691.3354965,62.09439087,178.7689972,,,,,,
213.5,4341.939941,24.38476944,26.30450058,42.65592957,688.1276272,62.15777969,186.9169006,,,,,,
214,4410.754883,24.36013985,26.30938911,43.73862076,698.7084,62.21912003,182.653595,,,,,,
214.5,4482.394043,24.37170029,26.34215927,44.99647903,706.3110229,62.28701019,195.8796997,,,,,,
215,4558.666992,24.38372993,26.34305,47.4101181,702.3182785,62.35520172,196.2671051,,,,,,
215.5,4636.76709,24.36746025,26.3270607,46.02679825,702.4187808,62.42000961,212.0973969,,,,,,
216,4722.783203,24.38025093,26.33251953,34.86457825,699.7906798,62.48231888,196.5771942,,,,,,
216.5,4787.766113,24.36010933,26.33773994,10.82454967,708.881694,62.55747986,131.9141998,,,,,,
217,4769.162109,24.4045105,26.33459091,1.47349298,691.8373243,62.6362381,23.8972702,,,,,,
217.5,4455.812012,24.41280937,26.34589005,6.617444992,692.9127673,62.71120071,23.4077301,,,,,,
218,4059.415039,24.44338989,26.37426949,-9.033769608,692.1237901,62.77899933,21.02918053,,,,,,
218.5,4861.842773,24.40118027,26.36606026,-3.08120203,704.3112323,62.83279037,21.48953056,,,,,,
219,4388.867188,24.43392944,26.37804985,4.179944038,696.8699599,62.90140915,23.41662979,,,,,,
219.5,4121.428223,24.42827988,26.37822914,11.40291977,698.9593139,62.94857025,21.24777985,,,,,,
220,4118.105957,24.42480087,26.35775948,10.74098015,692.8690112,62.98709106,75.04482269,,,,,,
220.5,4376.013184,24.44182968,26.40880966,1.433490992,705.063974,63.02344131,56.21448135,,,,,,
221,4623.440918,24.43075943,26.40784073,-0.764399886,708.6847916,63.06496048,24.60367012,,,,,,
221.5,4504.952148,24.43520927,26.41208076,2.582571983,708.6095858,63.1071701,22.89481926,,,,,,
222,4201.921875,24.44475937,26.41245079,3.22200799,705.31899,63.13877869,21.85750008,,,,,,
222.5,3924.818115,24.46939087,26.41555977,2.474489927,697.604242,63.16596985,20.37410927,,,,,,
223,3767.218994,24.44433975,26.44137955,29.12697029,715.8389145,63.17288971,19.3970108,,,,,,
223.5,3808.525879,24.45923042,26.43835068,63.45740891,709.4156552,63.17055893,182.9210052,,,,,,
224,4211.533203,24.44207954,26.4229393,78.6493988,710.0391797,63.17367172,343.9811096,,,,,,
224.5,4630.680176,24.46039009,26.41492081,77.19146729,700.6015351,63.18021011,370.4906006,,,,,,
225,5019.076172,24.45923042,26.44463921,69.89569855,711.6697783,63.19401932,347.1785889,,,,,,
225.5,5129.165039,24.46725082,26.42987061,87.36219788,703.5010607,63.21335983,329.3337097,,,,,,
226,4170.893066,24.48736954,26.4786396,108.1508026,713.7707549,63.23894882,364.6841125,,,,,,
226.5,3975.577881,24.48825073,26.46953964,88.29660034,710.1930098,63.24950027,396.0382996,,,,,,
227,4147.183105,24.48864937,26.47967911,82.07478333,713.6846101,63.26628113,378.1333923,,,,,,
227.5,4306.825195,24.47665024,26.4911499,78.80314636,722.0974047,63.29166031,348.473999,,,,,,
228,4457.856934,24.47588921,26.47797012,76.33849335,717.6459048,63.33504105,341.3395996,,,,,,
228.5,4593.339844,24.48743057,26.4980793,73.06931305,720.7170363,63.38607025,328.2148132,,,,,,
229,4722.213867,24.48214912,26.50322914,69.80104065,724.4561321,63.44741058,312.4034119,,,,,,
229.5,4839.291992,24.50217056,26.4845295,67.82289124,710.5765594,63.51647186,301.104187,,,,,,
230,4946.731934,24.52907944,26.49910927,66.00377655,706.1571929,63.60316849,295.3778076,,,,,,
230.5,5045.143066,24.52399063,26.5142498,64.1297226,713.4083997,63.69272995,290.8196106,,,,,,
231,5140.522949,24.52560043,26.50427055,62.88288116,709.2543046,63.78998184,292.2980957,,,,,,
231.5,5231.506836,24.53924942,26.52578926,61.44110107,712.0752059,63.89723969,296.2731934,,,,,,
232,5314.456055,24.51086044,26.50432968,59.4733696,714.5590485,64.00737762,292.2475891,,,,,,
232.5,5392.009766,24.52895927,26.52544975,57.44802856,715.642012,64.12286377,289.2043152,,,,,,
233,5460.963867,24.53801918,26.54297066,54.41444016,718.6748569,64.24324036,288.9566956,,,,,,
233.5,5526.562012,24.52202988,26.55138969,54.07637024,727.4240266,64.36875916,275.8760986,,,,,,
234,5587.880859,24.55438042,26.56377983,54.7848587,720.26922,64.4923172,290.0704041,,,,,,
234.5,5646.355957,24.57080078,26.5564003,53.77045822,711.7381472,64.62081146,294.756897,,,,,,
235,5703.174805,24.54276085,26.55047989,53.31587982,719.6668899,64.75086975,297.5403137,,,,,,
235.5,5756.013184,24.57242012,26.58202934,52.24345016,720.3444258,64.88284302,299.8825989,,,,,,
236,5807.192871,24.56409073,26.55591011,51.51586914,713.9676574,65.01862335,301.0950928,,,,,,
236.5,5850.893066,24.56595039,26.5782795,49.03453064,721.3193665,65.15940857,303.2345886,,,,,,
237,5893.258789,24.58661079,26.57464981,46.59004974,712.6125855,65.29694366,293.4519958,,,,,,
237.5,5934.219238,24.59664917,26.60489082,45.61264038,719.8542207,65.43306732,296.6828003,,,,,,
238,5968.151855,24.61111069,26.59057999,46.39553833,709.5407703,65.57460022,297.8688965,,,,,,
238.5,5999.545898,24.59292984,26.59653091,46.4383316,718.1908051,65.72197723,307.7113953,,,,,,
239,6030.356934,24.61260986,26.5913105,45.78514862,709.2652436,65.86131287,307.7004089,,,,,,
239.5,6060.030762,24.58423042,26.61809921,45.07252884,729.0402677,66.01216125,308.4020081,,,,,,
240,6083.865234,24.60873032,26.62466049,43.45948029,722.6101715,66.15483093,305.4565125,,,,,,
240.5,6104.658203,24.58535957,26.62508965,41.16442871,731.1412443,66.30230713,304.7583008,,,,,,
241,6121.40918,24.56484985,26.62401962,38.11161041,738.1094038,66.45305634,298.5212097,,,,,,
241.5,6125.969238,24.61010933,26.64937973,33.56703949,730.9764752,66.59879303,287.5974121,,,,,,
242,6124.423828,24.61218071,26.64542007,27.97904968,728.8146502,66.74925232,267.5787964,,,,,,
242.5,6113.908203,24.61795044,26.64014053,16.3303299,724.8540392,66.89716339,248.6251984,,,,,,
243,6091.498047,24.61115074,26.66021919,1.614516974,734.4885862,67.05008698,207.7561951,,,,,,
243.5,5987.146973,24.6301899,26.6623497,1.592957973,728.4276822,67.2041626,160.9062958,,,,,,
244,5637.956055,24.6218605,26.67233086,3.542238951,734.9910977,67.35105133,137.4730072,,,,,,
244.5,5185.565918,24.65642929,26.67815971,4.086853981,724.6892701,67.48896027,78.30889893,,,,,,
245,4769.696777,24.63187027,26.68960953,3.613270044,737.596637,67.61076355,26.81690979,,,,,,
245.5,4445.144043,24.64431953,26.68664932,2.850289106,732.0731126,67.72205353,22.81933975,,,,,,
246,4203.873047,24.64827919,26.69864082,1.598842978,734.9521275,67.82396698,21.36935997,,,,,,
246.5,4051.806885,24.65078926,26.70034981,0.816480696,734.664978,67.91683197,20.50127029,,,,,,
247,3965.934082,24.64212036,26.70360947,16.31018066,738.9407698,68.00668335,19.98270988,,,,,,
247.5,3954.730957,24.6531105,26.74542046,38.45615005,749.9885022,68.08228302,106.4587021,,,,,,
248,4027.894043,24.67605972,26.73166084,51.46916962,736.8302215,68.1585083,203.292099,,,,,,
248.5,4186.450195,24.68497086,26.72014999,57.13877869,729.5099621,68.22590637,240.2216034,,,,,,
249,4301.762207,24.67144966,26.7310791,49.23855972,738.2741729,68.28977966,256.2836914,,,,,,
249.5,4349.14502,24.66315079,26.76218033,41.21321869,752.397139,68.35207367,191.6475983,,,,,,
250,4390.291992,24.67667007,26.76436996,38.54164124,748.3360256,68.4201889,171.5014954,,,,,,
250.5,4430.529785,24.6868,26.76935005,38.6853981,746.490065,68.48828125,167.3822937,,,,,,
251,4474.184082,24.67025948,26.78976059,36.65731049,759.7351743,68.54715729,171.3222046,,,,,,
251.5,4518.023926,24.67468071,26.79706001,36.64585114,760.7668612,68.60385895,155.4073029,,,,,,
252,4539.88623,24.68285942,26.76137924,37.46043015,745.0454299,68.66526794,163.0867004,,,,,,
252.5,4568.730957,24.7184391,26.80405045,40.8989296,747.587386,68.7277832,163.0034027,,,,,,
253,4612.13623,24.71338081,26.78366089,45.4471817,742.0918929,68.78199768,187.3526001,,,,,,
253.5,4663.38623,24.73110962,26.79932022,46.86360931,741.3500902,68.83448029,203.9234924,,,,,,
254,4723.141113,24.73270035,26.80825996,47.0043602,743.9843444,68.88614655,204.3733978,,,,,,
254.5,4772.527832,24.72507095,26.81209946,47.25056076,748.0953671,68.93180084,204.9841003,,,,,,
255,4818.202148,24.74728012,26.81142998,47.37392044,739.8945161,68.98020935,205.6582031,,,,,,
255.5,4871.233887,24.71945,26.8286705,48.46379089,756.0500899,69.02832794,211.1396942,,,,,,
256,4924.049805,24.74658012,26.84839058,48.63871002,753.3939577,69.07447052,216.1761932,,,,,,
256.5,4972.078125,24.75713921,26.83636093,48.39786911,745.2970275,69.11678314,213.7290955,,,,,,
257,5020.705078,24.74798965,26.85095024,48.1362114,753.8062222,69.17064667,215.6244965,,,,,,
257.5,5070.167969,24.7414608,26.87957954,49.17844009,766.4086637,69.21833801,217.8576965,,,,,,
258,5113.452148,24.75259018,26.88088989,48.92232895,762.8890322,69.25919342,231.0709991,,,,,,
258.5,5156.058105,24.78591919,26.89941025,48.15443039,757.5808699,69.30795288,224.0460968,,,,,,
259,5191.46582,24.79507065,26.87976074,45.70251083,747.2571642,69.3585434,223.1705017,,,,,,
259.5,5226.586914,24.78827095,26.87457085,45.23952866,747.8341978,69.40395355,211.664505,,,,,,
260,5260.672852,24.78125,26.89487076,45.1276207,757.6273607,69.45288849,223.7924042,,,,,,
260.5,5291.163086,24.80084038,26.9025898,44.23965836,753.3720797,69.49947357,215.751297,,,,,,
261,5313.297852,24.79483032,26.90793037,44.36585999,757.4407136,69.5440979,220.030899,,,,,,
261.5,5327.571777,24.78082085,26.89352036,43.10612869,757.2971389,69.59702301,224.9841003,,,,,,
262,5339.621094,24.80133057,26.93181992,42.38777924,763.6739073,69.64707947,213.4931946,,,,,,
262.5,5355.605957,24.80718994,26.94491959,43.32995987,766.2691912,69.69069672,214.6437988,,,,,,
263,5357.818848,24.79043961,26.91832924,13.29862022,762.742039,69.73256683,220.0453033,,,,,,
263.5,5383.299805,24.82538033,26.93395996,-0.835441589,755.8203704,69.79376984,69.68631744,,,,,,
264,5145.876953,24.80167007,26.95186996,6.005259991,770.7391506,69.84929657,68.5309906,,,,,,
264.5,4461.783203,24.79770088,26.97833061,9.058179855,781.6467268,69.89305878,25.75330925,,,,,,
265,4017.388916,24.80999947,26.9614296,-9.589940071,771.1801301,69.92176056,20.53808975,,,,,,
265.5,4821.832031,24.82117081,26.96817017,-2.796478033,769.5919203,69.9469986,21.11289978,,,,,,
266,4377.921875,24.82578087,26.9751606,3.46051693,770.4451643,69.97801971,23.03226089,,,,,,
266.5,4216.571777,24.83239937,26.97900009,30.23476982,769.4490293,70.00064087,20.99723053,,,,,,
267,4409.562012,24.84749985,26.99854088,68.63775635,771.0406575,70.01096344,232.1735992,,,,,,
