timestamps,SPEED,T_UUT_EM_InCoolMeas,T_UUT_EM_OutCoolMeas,TORQUE,Qcool,T_UUT_EM_Winding,Ierms_Xion_ACCalc,,,Cp [kJ/kg K],L/min,m3/s,Density kg/m3
s,rpm,°C,°C,Nm,W,°C,A,,,3350,6,0.0001,1070
267.5,4733.987793,24.85705948,26.98773003,72.73941803,763.7388577,70.01437378,354.2308044,,,,,,
268,5049.329102,24.8538208,27.01259995,64.01506805,773.8143843,70.0256424,320.0804138,,,,,,
268.5,5122.598145,24.83153915,27.00252914,86.53610229,778.191362,70.04512787,306.313385,,,,,,
269,4161.749023,24.83151054,27.02422905,98.10449982,785.9799484,70.05948639,363.4068909,,,,,,
269.5,3883.670898,24.86050034,27.01773071,74.31610107,773.2592287,70.0655365,344.8692932,,,,,,
270,4010.709961,24.84634018,27.0508709,67.16471863,790.2140351,70.07177734,311.2914124,,,,,,
270.5,4118.345215,24.88793945,27.03189087,61.68642044,768.4993851,70.08239746,281.5437012,,,,,,
271,4213.320801,24.86846924,27.02396011,59.02859116,772.6357042,70.10507965,260.5255127,,,,,,
271.5,4297.770996,24.87966919,27.04364014,54.88945007,775.675386,70.13741302,256.3660889,,,,,,
272,4367.466797,24.8949604,27.03661919,51.52194977,767.6775908,70.17375183,228.8791046,,,,,,
272.5,4429.432129,24.88805962,27.05089951,47.40869904,775.2699584,70.21721649,221.2444,,,,,,
273,4478.942871,24.90155029,27.08426094,45.40924072,782.3926316,70.26809692,196.8535004,,,,,,
273.5,4520.242188,24.90143013,27.09189034,43.59832001,785.1704605,70.32006073,196.7440948,,,,,,
274,4556.368164,24.88446045,27.10391045,42.09210968,795.5618514,70.37283325,183.0460052,,,,,,
274.5,4596.990234,24.88882065,27.11083984,40.18695068,796.4827806,70.42758179,182.9082947,,,,,,
275,4627.587891,24.91595078,27.12191963,22.20082092,790.7295367,70.48763275,170.8069,,,,,,
275.5,4627.224121,24.90570068,27.11160088,4.124378204,790.7049239,70.54563141,63.74179077,,,,,,
276,4583.936035,24.92724991,27.11087036,0.70898658,782.7187513,70.61319733,22.57197952,,,,,,
276.5,4425.919922,24.9293499,27.13034058,0.731067896,788.9451081,70.6713028,22.11006927,,,,,,
277,4311.173828,24.92682076,27.12932968,3.111541033,789.4893247,70.72557831,21.38286018,,,,,,
277.5,4247.10498,24.94396973,27.12466049,20.12706947,781.6686049,70.77136993,30.83045006,,,,,,
278,4241.670898,24.94079971,27.14145088,37.31122971,788.8234115,70.80399323,126.5787964,,,,,,
278.5,4325.300781,24.94549942,27.13949966,47.35647964,786.4393875,70.83408356,187.0449066,,,,,,
279,4440.312012,24.94964981,27.14145088,54.75868988,785.651094,70.85648346,225.0364075,,,,,,
279.5,4542.236816,24.98012924,27.15036011,53.94881058,777.9192537,70.8795929,249.2848053,,,,,,
280,4594.937988,24.96960068,27.15744019,48.25490952,784.2310717,70.90148163,224.6056061,,,,,,
280.5,4638.525879,24.9426899,27.18310928,44.96035004,803.0783296,70.92198181,200.2415009,,,,,,
281,4671.705078,24.98703003,27.17917061,43.20827866,785.7727906,70.94341278,192.5610962,,,,,,
281.5,4704.286133,24.97232056,27.17798042,40.14704895,790.6187791,70.9671936,183.6604004,,,,,,
282,4737.730957,24.97849083,27.17470932,40.68210983,787.234518,70.98404694,171.6672974,,,,,,
282.5,4760.518066,24.98440933,27.20690918,45.07112885,796.6550703,71.01348114,179.8713074,,,,,,
283,4782.653809,24.98587036,27.20239067,48.44602966,794.5117049,71.03465271,206.338501,,,,,,
283.5,4819.429199,24.99596977,27.19473076,51.4944191,788.1458755,71.05367279,215.3193054,,,,,,
284,4846.648926,24.99618912,27.20089912,51.74697113,790.2783019,71.06786346,228.5995026,,,,,,
284.5,4862.198242,25.00900078,27.20898056,55.50157166,788.5827529,71.08825684,221.5346985,,,,,,
285,4875.626953,25.03613091,27.24465942,57.39994049,791.6470475,71.11399841,256.5075073,,,,,,
285.5,4873.40918,25.02728081,27.24975967,26.49165916,796.6475497,71.12760162,248.0877075,,,,,,
286,4849.258789,25.05480957,27.2623291,3.058594942,791.285376,71.15522766,46.28076172,,,,,,
286.5,4667.648926,25.06244087,27.26973915,4.375839233,791.206068,71.19148254,23.6591301,,,,,,
287,4149.589844,25.03933907,27.25403023,8.108948708,793.8560471,71.21774292,22.02516937,,,,,,
287.5,3770.330078,25.01477051,27.28189087,-10.60826969,812.6492935,71.23045349,19.20325089,,,,,,
288,4580.916992,25.05501938,27.27071953,-3.631015062,794.2177186,71.24033356,20.08013916,,,,,,
288.5,4348.143066,25.05334091,27.27865982,1.602913022,797.6655628,71.25990295,22.01058006,,,,,,
289,4236.443848,25.04080009,27.28219986,8.632040024,803.4297458,71.27261353,20.90167046,,,,,,
289.5,4300.567871,25.04865074,27.28601074,21.37107086,801.9816922,71.27158356,66.95742035,,,,,,
290,4512.921875,25.06661987,27.31341934,36.61117935,805.3652697,71.27377319,131.160202,,,,,,
290.5,4730.071777,25.07349014,27.31649971,49.9711113,804.0067794,71.27516174,200.3509979,,,,,,
291,4950.780762,25.07373047,27.34552002,54.7213707,814.3229645,71.2649765,249.8161926,,,,,,
291.5,5191.09082,25.05117989,27.34692001,57.04330826,822.9080487,71.26236725,269.1400146,,,,,,
292,5215.898926,25.08577919,27.32928085,84.41369629,804.1831712,71.26992798,301.6850891,,,,,,
292.5,4249.539063,25.0696106,27.34289932,99.72899628,814.8603441,71.26940155,359.5842896,,,,,,
293,3936.495117,25.08612061,27.34354019,80.20633698,809.1720507,71.2469635,361.5418091,,,,,,
293.5,4065.589111,25.08707047,27.33819962,75.60359955,806.917244,71.23300171,340.3034973,,,,,,
294,4185.344238,25.14096069,27.35964966,70.50267029,795.2890594,71.22360992,322.7557068,,,,,,
294.5,4296.366211,25.13311958,27.38013077,66.2098999,805.4411592,71.22471619,298.3026123,,,,,,
295,4389.149902,25.12426949,27.37664986,64.40934753,807.365744,71.22971344,283.3725891,,,,,,
295.5,4474.62207,25.14072037,27.37943077,62.30234146,802.4657441,71.2516098,279.0484924,,,,,,
296,4552.365234,25.12319946,27.39760971,58.49921036,815.2623533,71.27449036,266.1048889,,,,,,
296.5,4621.305176,25.14590073,27.38083076,53.09595108,801.1106723,71.30371094,245.5921021,,,,,,
297,4667.665039,25.12988091,27.39043999,22.49445915,810.297403,71.34266663,221.6354065,,,,,,
297.5,4696.140137,25.12768936,27.38290024,1.390679955,808.3803387,71.39137268,41.61830139,,,,,,
298,4641.326172,25.15645981,27.38828087,2.374952078,799.996259,71.45185089,22.85931015,,,,,,
298.5,4273.375977,25.1552105,27.43445015,7.273972034,816.9934542,71.51000214,22.13941956,,,,,,
299,3897.841064,25.15551949,27.41971016,-10.04226971,811.599147,71.55352783,19.6759491,,,,,,
299.5,4707.522949,25.16503906,27.41729927,-3.755306005,807.3226716,71.59568787,20.58122063,,,,,,
300,4508.054199,25.16040039,27.3991394,1.451256037,802.4759995,71.64386749,22.79125977,,,,,,
300.5,4372.438965,25.18185043,27.42882919,21.78952026,805.4295364,71.6864624,21.48929977,,,,,,
301,4367.930176,25.18972969,27.43239975,52.5356102,803.8850827,71.71417236,155.383606,,,,,,
301.5,4655.435059,25.19449043,27.42975044,60.8990097,801.2289505,71.73684692,282.9042969,,,,,,
302,4956.97998,25.16860962,27.44733047,57.72769928,816.8074907,71.75647736,282.6695862,,,,,,
302.5,5237.223145,25.17177963,27.46677017,52.83961868,822.6393589,71.78343201,280.7752991,,,,,,
303,5283.305176,25.18362045,27.47439957,76.53076935,821.1297733,71.8207016,279.0864868,,,,,,
303.5,4315.657227,25.22647095,27.43432999,83.89479828,791.4070726,71.85166931,333.5757141,,,,,,
304,3974.331055,25.19452095,27.46326065,61.24248886,813.2297456,71.856987,286.2629089,,,,,,
304.5,4107.174805,25.18895912,27.46941948,55.12239838,817.4310152,71.86824036,252.6407013,,,,,,
305,4235.046875,25.22167969,27.47793961,50.52315903,808.7563677,71.88461304,231.4951019,,,,,,
305.5,4352.424805,25.24773979,27.48876953,48.0835495,803.2971101,71.90278625,216.1609955,,,,,,
306,4464.26123,25.24084091,27.46710014,44.5513382,798.0026216,71.93438721,208.5802002,,,,,,
306.5,4568.256836,25.26235962,27.49542046,38.1545105,800.4406569,71.96985626,187.9172058,,,,,,
307,4660.827148,25.25075912,27.49863052,27.19408989,805.7495029,72.00895691,159.4481964,,,,,,
307.5,4735.415039,25.24016953,27.49945068,7.332672119,809.8393312,72.05476379,107.3547974,,,,,,
308,4727.577148,25.25418091,27.51375961,1.438287973,809.9459867,72.10215759,23.12918091,,,,,,
308.5,4428.104004,25.28335953,27.51346016,6.273468018,799.3795714,72.14874268,22.50155067,,,,,,
309,4097.286133,25.28082085,27.53745079,-10.50214958,808.8890034,72.18618011,20.33105087,,,,,,
309.5,4945.375977,25.29095078,27.53421021,-5.175963879,804.0963427,72.22026062,21.55201912,,,,,,
310,4680.304199,25.28210068,27.54973984,1.693737984,812.835257,72.26212311,25.16422081,,,,,,
310.5,4529.88916,25.28207016,27.5295105,0.707370877,805.5949892,72.29483795,22.43950081,,,,,,
311,4508.777832,25.26973915,27.53170967,-0.361038208,810.8033329,72.31548309,24.01250076,,,,,,
311.5,4544.576172,25.29516983,27.55443954,-1.679829955,809.8352291,72.32978821,21.90341949,,,,,,
312,4511.938965,25.29297066,27.55871964,2.49387908,812.157721,72.34790039,22.09674072,,,,,,
312.5,4177.12793,25.29709053,27.54269028,5.211630821,804.9352292,72.35755157,21.29059029,,,,,,
313,3936.236084,25.33081055,27.53482056,-9.033060074,790.027388,72.3542099,19.41024017,,,,,,
313.5,4599.420898,25.33370972,27.56896973,10.22939968,801.2289505,72.34687805,20.40875053,,,,,,
314,4731.379883,25.34017944,27.58234024,28.82261086,803.7025377,72.34417725,90.46140289,,,,,,
314.5,5069.28418,25.32492065,27.57962036,42.84624863,808.19711,72.33807373,179.2133026,,,,,,
315,5266.423828,25.33670044,27.58181953,76.1639328,804.7629395,72.33022308,273.6684875,,,,,,
315.5,4517.166016,25.32543945,27.59832954,73.17050171,814.7174531,72.31213379,333.4601135,,,,,,
316,4817.617188,25.33612061,27.6175499,67.2037735,817.7783293,72.28742218,309.6012878,,,,,,
316.5,5175.791016,25.33646011,27.61764908,64.07504272,817.6921844,72.2789917,324.5586853,,,,,,
317,5284.996094,25.32990074,27.63262939,83.93199921,825.4130857,72.2795105,336.3525085,,,,,,
317.5,4325.104004,25.35840034,27.61828995,102.1128998,810.0574281,72.27071381,357.0472107,,,,,,
318,3972.916016,25.35617065,27.60549927,85.34079742,806.2718414,72.25450897,378.2297974,,,,,,
318.5,4118.604004,25.37170029,27.62380981,81.50901031,807.2686602,72.24337006,369.297699,,,,,,
319,4255.993164,25.35663033,27.60934067,73.2358017,807.4840222,72.24163055,349.3409119,,,,,,
319.5,4365.498047,25.36602974,27.63735962,61.11706161,814.1581954,72.24816895,304.5042114,,,,,,
320,4447.353027,25.37072945,27.65148926,36.44524002,817.5383544,72.26648712,245.6647034,,,,,,
320.5,4473.383789,25.3545208,27.64455986,9.191679955,820.864502,72.30259705,106.7470016,,,,,,
321,4441.115234,25.34122086,27.64757919,0.997798026,826.714146,72.35124207,21.57473946,,,,,,
321.5,4295.134766,25.38730049,27.65914917,0.7075876,814.3441588,72.40052795,21.1427803,,,,,,
322,4194.081055,25.38302994,27.66180038,7.499308109,816.8252666,72.45111847,20.54809952,,,,,,
322.5,4151.674805,25.38921928,27.6769104,29.30816078,820.0228806,72.49414825,59.1421814,,,,,,
323,4157.980957,25.39215088,27.69759941,64.05886841,826.3880263,72.53323364,178.0061035,,,,,,
323.5,4240.442871,25.40546036,27.67572021,87.6364975,813.7746458,72.56572723,331.6712036,,,,,,
324,4396.941895,25.39702988,27.69936943,87.62989807,825.2736131,72.60281372,394.925415,,,,,,
324.5,4600.291016,25.38718033,27.71349907,82.79586029,833.8689527,72.63556671,380.2763062,,,,,,
325,4717.448242,25.43276978,27.68188095,68.50106049,806.1939009,72.68064117,337.9527893,,,,,,
325.5,4803.812988,25.42645073,27.6724205,58.31060028,805.0678649,72.72250366,283.1601868,,,,,,
326,4881.28418,25.45679092,27.71401978,54.15069962,809.1036818,72.77076721,245.0258026,,,,,,
326.5,4952.200195,25.44098091,27.68387032,52.86676025,803.963707,72.82636261,244.485199,,,,,,
327,5018.582031,25.42791939,27.72570992,51.75531006,823.6430145,72.88677979,245.3256073,,,,,,
327.5,5078.105957,25.42542076,27.71908951,49.0845108,822.1655623,72.95350647,239.513504,,,,,,
328,5134.939941,25.46380997,27.72057915,45.87260818,808.9389127,73.0246582,231.620697,,,,,,
328.5,5188.750977,25.42956924,27.73117065,43.83837128,825.0090254,73.09944153,222.9553986,,,,,,
329,5239.190918,25.45737076,27.73520088,42.77180862,816.4882079,73.17256927,222.9479065,,,,,,
329.5,5286.76709,25.45248032,27.71619034,44.36983109,811.4268574,73.25013733,219.4687042,,,,,,
330,5327.369141,25.48892021,27.73813057,48.02780914,806.2294527,73.3259964,241.5009003,,,,,,
330.5,5364.006836,25.48431015,27.74856949,49.07268906,811.6237598,73.40348053,259.0882874,,,,,,
331,5400.338867,25.48580933,27.73990059,50.33671951,807.9790132,73.47894287,267.889801,,,,,,
331.5,5435.105957,25.50289917,27.75876045,49.41651917,808.6134767,73.55473328,276.0046997,,,,,,
332,5458.293945,25.47665024,27.76705933,27.56599998,820.9971376,73.62793732,271.6394958,,,,,,
332.5,5479.621094,25.47122002,27.78801918,3.96972394,830.4566603,73.7038269,152.2465057,,,,,,
333,5443.815918,25.4840107,27.79239082,1.692034006,827.4388565,73.78623199,109.9195023,,,,,,
333.5,5067.029785,25.4956398,27.8026104,7.394148827,826.9336102,73.87020111,89.6894989,,,,,,
334,4314.358887,25.48752022,27.83069038,8.393839836,839.909346,73.93903351,25.27305984,,,,,,
334.5,3954.072998,25.51749039,27.81174088,-9.099289894,822.3740875,73.98713684,19.91444969,,,,,,
335,4847.213867,25.50124931,27.8198204,-7.722408772,831.0918075,74.03299713,20.50812912,,,,,,
335.5,4585.601074,25.50374985,27.81784058,8.250377655,829.4858217,74.09427643,23.88599014,,,,,,
336,4521.058105,25.48990059,27.79299927,34.79829025,825.5457213,74.14037323,52.33163071,,,,,,
336.5,4734.624023,25.50476074,27.79571915,60.33023834,821.1940401,74.17386627,233.8224945,,,,,,
337,5070.698242,25.52224922,27.81207085,61.47417831,820.7865614,74.21108246,323.6047058,,,,,,
337.5,5174.413086,25.53671074,27.83200073,82.58125305,822.7466981,74.24606323,312.1690063,,,,,,
338,4208.248047,25.53601074,27.85811996,88.82389832,832.3600508,74.27990723,353.9967957,,,,,,
338.5,3876.843018,25.53223038,27.84427071,67.74710846,828.7508559,74.29283905,306.8068848,,,,,,
339,4009.634033,25.54030991,27.83966064,59.95820999,824.2022722,74.30753326,286.2821045,,,,,,
339.5,4124.153809,25.53339005,27.83956909,51.60509872,826.6498793,74.33136749,248.0578003,,,,,,
340,4201.868164,25.54523087,27.85297012,43.85737991,827.209137,74.36205292,211.8791046,,,,,,
340.5,4275.911133,25.51705933,27.85886002,42.1380806,839.4184572,74.39759827,179.2729034,,,,,,
341,4341.862793,25.53326035,27.88530922,42.53461075,843.0919188,74.43488312,187.6141968,,,,,,
341.5,4411.314941,25.57506943,27.85712051,43.49734116,818.0012119,74.4779129,183.1463013,,,,,,
342,4482.741211,25.58449936,27.89075089,44.59347916,826.6758595,74.52065277,195.7516937,,,,,,
342.5,4559.004883,25.58742905,27.87212944,46.89326096,818.9508561,74.56774902,195.8101044,,,,,,
343,4637.455078,25.59613037,27.88483047,45.96881104,820.3845522,74.61528778,213.2823029,,,,,,
343.5,4723.148926,25.58325005,27.90774918,34.84714127,833.2167132,74.65721893,198.4915009,,,,,,
344,4787.939941,25.62854004,27.91150093,10.60235023,818.3273316,74.70571136,133.1996002,,,,,,
344.5,4767.774902,25.5974102,27.92398071,1.588291049,833.9591996,74.76441956,23.64916992,,,,,,
345,4449.463867,25.60297012,27.93709946,7.037074089,836.6686596,74.81815338,22.4418602,,,,,,
345.5,4072.196045,25.58993912,27.91518974,-10.11964035,833.4860868,74.86147308,20.02362061,,,,,,
346,4861.899902,25.60100937,27.91855049,-2.504134893,830.7226153,74.89607239,21.26779938,,,,,,
346.5,4387.708008,25.59979057,27.93865967,4.156005859,838.367627,74.93692017,22.85235977,,,,,,
347,4120.844238,25.62466049,27.93152046,11.33333015,826.8939563,74.96169281,20.40743065,,,,,,
347.5,4119.137207,25.63311958,27.95388985,10.65009975,831.880101,74.97879028,74.71573639,,,,,,
348,4376.774902,25.61169052,27.94088936,1.364685059,834.9013232,74.99463654,56.14588165,,,,,,
348.5,4623.991211,25.63116074,27.96228027,-0.871950984,835.5897982,75.01467133,23.8132,,,,,,
349,4505.804199,25.6269207,27.95078087,2.560640097,832.9876774,75.02812958,22.09403992,,,,,,
349.5,4202.842773,25.65468979,27.9460392,3.236223936,821.3341964,75.04120636,20.96315002,,,,,,
350,3925.150879,25.66527939,27.95632935,2.161374092,821.2268572,75.03996277,19.73637009,,,,,,
350.5,3766.876953,25.6574707,27.96578979,25.71684074,827.4169785,75.02667999,18.7101593,,,,,,
351,3808.667969,25.6588707,27.97348022,62.86748886,829.6717852,75.00463867,182.634201,,,,,,
351.5,4210.650879,25.64986992,27.96796036,78.46327972,830.9195178,74.98285675,343.781189,,,,,,
352,4630.10498,25.66811943,27.98653984,77.87711334,831.037796,74.95850372,370.5072937,,,,,,
352.5,5018.503906,25.65430069,27.99856949,70.38186646,840.3031509,74.9536972,360.0492859,,,,,,
353,5124.518066,25.66443062,27.99395943,85.06430054,835.0196014,74.9508667,349.2861023,,,,,,
353.5,4167.759766,25.66687012,27.98983955,105.0373993,832.6683946,74.94978333,358.0501099,,,,,,
354,3976.083984,25.67388916,28.00429916,87.45739746,835.3354658,74.93968201,395.9212952,,,,,,
354.5,4148.801758,25.68411064,28.00820923,82.08307648,833.0731385,74.93435669,377.7255859,,,,,,
355,4308.236816,25.68478012,28.02036095,78.56556702,837.188947,74.93547058,350.4563904,,,,,,
355.5,4458.736816,25.68823051,28.01675034,75.61907959,834.6579299,74.94869995,342.213501,,,,,,
356,4595.388184,25.71386909,28.03319931,73.66172028,831.3639157,74.97869873,329.3453979,,,,,,
356.5,4723.063965,25.7175293,28.02185059,70.5765686,825.9839661,75.0196991,321.4504089,,,,,,
357,4839.711914,25.71541977,28.03335953,67.44217682,830.8655064,75.06903839,314.370697,,,,,,
357.5,4946.898926,25.69910049,28.03945923,65.51329041,838.9015882,75.13352966,307.9585876,,,,,,
358,5045.791992,25.7102108,28.05126953,63.85939026,839.1525022,75.20388794,306.1716919,,,,,,
358.5,5140.959961,25.71825981,28.03055,62.51253128,828.8404192,75.28289032,309.5046997,,,,,,
359,5232.873047,25.69857979,28.02127075,61.10240173,832.568576,75.36852264,314.9296875,,,,,,
359.5,5315.231934,25.7005291,28.02874947,59.06861115,834.5505907,75.45748901,312.5578003,,,,,,
360,5392.479004,25.71834946,28.04437065,57.04837036,833.7622972,75.55703735,310.8503113,,,,,,
360.5,5461.462891,25.75024033,28.05868912,54.22827148,827.4634693,75.66121674,309.199707,,,,,,
361,5527.196777,25.76384926,28.05768013,53.59365082,822.2236759,75.75772095,298.6931152,,,,,,
361.5,5588.083984,25.72353935,28.08221054,54.36688995,845.4656875,75.87155151,315.1713867,,,,,,
362,5646.523926,25.7305603,28.08404922,53.26988983,843.6081041,75.98391724,323.1585083,,,,,,
362.5,5703.418945,25.73501968,28.07809067,52.97711945,839.8737942,76.10159302,324.5499878,,,,,,
363,5756.775879,25.74139023,28.09143066,51.65430832,842.3719942,76.21674347,328.8879089,,,,,,
363.5,5807.187012,25.77346992,28.12634087,50.91104889,843.3865889,76.34568787,332.4328918,,,,,,
364,5851.157227,25.77199936,28.09000015,48.1272583,830.8873844,76.47149658,333.5176086,,,,,,
364.5,5893.599121,25.77376938,28.13076973,45.84754181,844.8667758,76.60131836,326.3302002,,,,,,
365,5934.452148,25.78536987,28.14904976,44.76081085,847.2610551,76.73251343,329.3882141,,,,,,
365.5,5968.629883,25.76465034,28.11397934,45.60980988,842.1169782,76.86820221,331.7284851,,,,,,
366,5999.464844,25.77895927,28.12360001,45.85995865,840.4364703,77.00826263,343.2609863,,,,,,
366.5,6030.283203,25.77960014,28.13672066,45.4382019,844.9098482,77.14586639,341.4345093,,,,,,
367,6060.059082,25.79146957,28.14089966,44.59339905,842.1532137,77.29392242,344.199707,,,,,,
367.5,6083.847168,25.79360962,28.14899063,42.8339119,844.2863237,77.44037628,341.740509,,,,,,
368,6104.466797,25.79874039,28.16308975,40.6853714,847.50103,77.58595276,336.0044861,,,,,,
368.5,6121.333008,25.80161095,28.1633606,37.5929985,846.5691617,77.7430191,332.9642944,,,,,,
369,6126.075195,25.79294014,28.16464043,32.93357849,850.1359678,77.89320374,323.6213989,,,,,,
369.5,6124.550781,25.81488037,28.18036079,27.56179047,847.9064576,78.04705811,300.9819946,,,,,,
370,6113.971191,25.81978989,28.18997002,15.77898026,849.5910676,78.20043182,286.6878052,,,,,,
370.5,6092.318848,25.83502007,28.20635986,2.276261091,850.0067506,78.36389923,244.7915039,,,,,,
371,5989.869141,25.81491089,28.17696953,1.498471022,846.6799193,78.51973724,191.8126068,,,,,,
371.5,5639.220215,25.84075928,28.20055962,3.415376902,845.8704314,78.67733002,170.3621979,,,,,,
372,5186.873047,25.82266045,28.19098091,3.967818022,848.9244707,78.82930756,117.7593994,,,,,,
372.5,4770.680176,25.83828926,28.22134018,3.317131996,854.2046018,78.95744324,52.44694901,,,,,,
373,4445.992188,25.84667969,28.22220039,2.573920012,851.5053971,79.07940674,21.95199013,,,,,,
373.5,4204.431152,25.85498047,28.23073959,1.53923595,851.5908583,79.19432068,20.73304939,,,,,,
374,4052.134033,25.8644104,28.23690987,0.800465286,850.4224336,79.29976654,19.83131981,,,,,,
374.5,3966.047119,25.85351944,28.23723984,14.1176796,854.4445766,79.40052032,19.30347061,,,,,,
375,3954.48291,25.86911011,28.23303032,38.27593994,847.3471999,79.48446655,106.1090012,,,,,,
375.5,4027.485107,25.87121964,28.24785995,51.0295105,851.9067226,79.5719223,202.9107971,,,,,,
376,4185.859863,25.87179947,28.26140976,56.99422836,856.5558086,79.64161682,240.0657043,,,,,,
376.5,4301.543945,25.86977959,28.25354004,50.33512878,854.4589341,79.71517944,257.7149048,,,,,,
377,4349.032227,25.8920002,28.2881794,40.89484024,858.910434,79.78865051,192.304306,,,,,,
377.5,4389.98584,25.89178085,28.28936958,38.20130157,859.4156802,79.86113739,171.4822998,,,,,,
378,4430.328125,25.88919067,28.28119087,38.27550888,857.4124711,79.92312622,167.1569061,,,,,,
378.5,4474.015137,25.90283012,28.28264999,36.60868835,853.0464324,79.99260712,171.053299,,,,,,
379,4517.992188,25.89340019,28.27459908,36.36091995,853.5407396,80.05721283,155.4832001,,,,,,
379.5,4539.742188,25.91373062,28.30806923,37.33518982,858.250674,80.11566162,163.3399048,,,,,,
380,4568.512207,25.91506958,28.30990982,40.85226059,858.4304842,80.17510986,163.6950073,,,,,,
380.5,4612.181152,25.92370987,28.29730034,45.22388077,850.8135037,80.23471832,189.0839996,,,,,,
381,4663.153809,25.92728043,28.33300972,47.10055923,862.3336654,80.28613281,207.0686035,,,,,,
381.5,4722.958008,25.92712021,28.31032944,47.2735405,854.261348,80.33011627,208.1363983,,,,,,
382,4772.26416,25.97274971,28.32480049,47.07392883,843.0926025,80.38426208,209.2980042,,,,,,
382.5,4818.027832,25.97942925,28.3656292,46.91102982,855.3333725,80.4209671,211.9181976,,,,,,
383,4871.018066,25.94265938,28.3644104,47.9218483,868.076654,80.46591949,218.9869995,,,,,,
383.5,4923.666992,25.93722916,28.38228989,48.02817154,876.4320187,80.50829315,226.4109039,,,,,,
384,4972.319824,25.96068954,28.34476089,47.90222931,854.5703754,80.55606842,226.5289001,,,,,,
384.5,5020.64502,25.96151924,28.35300064,47.92153168,857.2265077,80.59564972,231.5155945,,,,,,
385,5069.912109,25.96291924,28.34804916,48.88711929,854.9498229,80.63865662,234.972702,,,,,,
385.5,5113.49707,25.95309067,28.36255074,48.65662003,863.6709613,80.67900848,247.3067017,,,,,,
386,5156.098145,25.98364067,28.38830948,47.75102997,861.9535342,80.72138214,243.4138947,,,,,,
386.5,5191.455078,26.00461006,28.39040947,45.52923965,855.1897978,80.75814819,243.1340027,,,,,,
387,5226.498047,25.99715996,28.4052105,44.89360046,863.165715,80.80464935,234.1455994,,,,,,
387.5,5260.494141,25.98685074,28.41140938,44.72665024,869.0830443,80.84763336,246.9004974,,,,,,
388,5291.254883,25.98874092,28.40982056,43.92729187,867.8359954,80.88305664,240.9589996,,,,,,
388.5,5313.268066,26.00359917,28.41634941,44.01456833,864.850325,80.93225861,246.9902039,,,,,,
389,5327.708984,26.01419067,28.41846085,42.76694107,861.8106432,80.97154236,254.1882019,,,,,,
389.5,5339.327148,26.00338936,28.43637085,42.0200386,872.1022155,81.01278687,242.8074036,,,,,,
390,5355.537109,26.03223038,28.45492935,43.01609039,868.4164474,81.06108856,244.196106,,,,,,
390.5,5357.87793,26.0078392,28.44342041,16.50345993,873.0340837,81.09893799,252.5923004,,,,,,
391,5382.48584,26.01740074,28.43967056,-0.77426511,868.2626174,81.14974976,112.4033966,,,,,,
391.5,5143.52002,26.05031967,28.44766045,5.613679886,859.3268006,81.20591736,103.4602966,,,,,,
392,4464.087891,26.03878975,28.44747925,8.934909821,863.3947509,81.24656677,35.71902084,,,,,,
392.5,4023.14502,26.02260971,28.46417046,-9.315079689,875.1774491,81.27165985,20.05245972,,,,,,
393,4821.449219,26.04565048,28.46829033,-2.310539007,868.3952531,81.29411316,20.64749908,,,,,,
393.5,4375.663086,26.0465107,28.4650898,3.356287003,866.939679,81.32453156,22.86370087,,,,,,
394,4217.043945,26.03174019,28.46755981,30.4691906,873.1195449,81.34369659,20.33665085,,,,,,
394.5,4411.022949,26.04320908,28.48199081,66.07740784,874.1813141,81.34583282,233.1867065,,,,,,
395,4736.186035,26.04932022,28.50842094,72.17484283,881.4646543,81.34945679,363.6271057,,,,,,
395.5,5049.431152,26.04849052,28.49172974,63.79674911,875.7790956,81.35735321,339.3190002,,,,,,
396,5123.562988,26.07324028,28.5027504,83.80728149,870.8579013,81.37700653,325.9129944,,,,,,
396.5,4161.225098,26.07574081,28.50573921,98.66149902,871.0329257,81.38625336,357.1091003,,,,,,
397,3885.019043,26.07632065,28.53070068,73.50124359,879.7725237,81.38282776,344.7269897,,,,,,
397.5,4011.794922,26.08111954,28.52750015,66.55677795,876.9051315,81.37670135,311.2784119,,,,,,
398,4119.121094,26.09869003,28.51684952,61.54782867,866.7892673,81.38829041,281.9139099,,,,,,
398.5,4213.933105,26.08819962,28.56796074,59.00107956,888.8703748,81.40612793,262.0700989,,,,,,
399,4298.35791,26.10631943,28.58028984,54.5200119,886.7946946,81.4300766,257.6547852,,,,,,
399.5,4367.920898,26.10803032,28.55611992,51.0373497,877.517717,81.46077728,229.1873016,,,,,,
400,4429.62793,26.09897041,28.55868912,46.90451813,881.6861695,81.49642944,221.175293,,,,,,
400.5,4479.240234,26.13397026,28.54674911,45.14532089,864.8605803,81.54305267,196.9600983,,,,,,
401,4520.669922,26.12482071,28.55042076,43.45940018,869.4563386,81.58529663,197.4295959,,,,,,
401.5,4556.651855,26.11737061,28.57690048,42.06740952,881.6184843,81.6335907,184.6127014,,,,,,
402,4597.603027,26.12093925,28.57913017,40.09251022,881.1385345,81.67948914,185.1000977,,,,,,
402.5,4627.733887,26.11867905,28.58230972,24.08197021,883.0884159,81.72619629,173.3549957,,,,,,
403,4627.044922,26.11718941,28.58588028,3.943325996,884.9022431,81.77970886,64.14955139,,,,,,
